"id_tps"	"name"	"sex"	"set"	"nat"	"age"	"weight"	"height"	"Attractiveness"
"40"	"Fro43"	"F"	"RO"	"RO"	20	63	165	1.636363636
"41"	"Fro44"	"F"	"RO"	"RO"	21	50	168	2.333333333
"42"	"Fro45"	"F"	"RO"	"RO"	20	58	155	1.606060606
"43"	"Fro46"	"F"	"RO"	"RO"	19	51	168	2.939393939
"44"	"Fro47"	"F"	"RO"	"RO"	21	40	165	1.545454545
"45"	"Fro51"	"F"	"RO"	"RO"	20	52	165	2.575757576
"46"	"Fro65"	"F"	"RO"	"RO"	20	60	175	2.515151515
"47"	"Fro75"	"F"	"RO"	"RO"	22	58	172	1.303030303
"48"	"Fro77"	"F"	"RO"	"RO"	19	51	157	1.96969697
"49"	"Fro83"	"F"	"RO"	"RO"	23	70	181	1.515151515
"0"	"Mro10"	"M"	"RO"	"RO"	22	72	178	1.873015873
"1"	"Mro11"	"M"	"RO"	"RO"	26	85	182	2.095238095
"2"	"Mro12"	"M"	"RO"	"RO"	26	89	184	2.444444444
"3"	"Mro13"	"M"	"RO"	"RO"	27	76	180	1.444444444
"4"	"Mro16"	"M"	"RO"	"RO"	28	85	191	1.26984127
"5"	"Mro1901"	"M"	"RO"	"RO"	22	NA	NA	1.53968254
"6"	"Mro1919"	"M"	"RO"	"RO"	22	NA	NA	2.095238095
"7"	"Mro1939"	"M"	"RO"	"RO"	19	NA	NA	2.619047619
"8"	"Mro1940"	"M"	"RO"	"RO"	21	NA	NA	2.349206349
"9"	"Mro1947"	"M"	"RO"	"RO"	21	NA	NA	2.53968254
"10"	"Mro1958"	"M"	"RO"	"RO"	23	NA	NA	1.682539683
"11"	"Mro1960"	"M"	"RO"	"RO"	22	NA	NA	3.079365079
"12"	"Mro1962"	"M"	"RO"	"RO"	20	NA	NA	2.047619048
"13"	"Mro1964"	"M"	"RO"	"RO"	22	NA	NA	2.682539683
"14"	"Mro1966"	"M"	"RO"	"RO"	19	NA	NA	3.126984127
"15"	"Mro1971"	"M"	"RO"	"RO"	20	NA	NA	3.761904762
"16"	"Mro1981"	"M"	"RO"	"RO"	20	NA	NA	2.746031746
"17"	"Mro1997"	"M"	"RO"	"RO"	29	NA	NA	1.53968254
"18"	"Mro2002"	"M"	"RO"	"RO"	22	NA	NA	2.682539683
"19"	"Mro23"	"M"	"RO"	"RO"	34	80	173	1.349206349
"20"	"Mro2396"	"M"	"RO"	"RO"	26	NA	NA	1.444444444
"21"	"Mro2402"	"M"	"RO"	"RO"	22	NA	NA	1.142857143
"22"	"Mro2407"	"M"	"RO"	"RO"	22	NA	NA	2.317460317
"23"	"Mro2408"	"M"	"RO"	"RO"	22	NA	NA	1.714285714
"24"	"Mro2419"	"M"	"RO"	"RO"	28	NA	NA	2.365079365
"25"	"Mro2422"	"M"	"RO"	"RO"	21	NA	NA	2.714285714
"26"	"Mro2458"	"M"	"RO"	"RO"	28	NA	NA	1.650793651
"27"	"Mro2462"	"M"	"RO"	"RO"	29	NA	NA	1.682539683
"28"	"Mro2465"	"M"	"RO"	"RO"	34	NA	NA	1.285714286
"29"	"Mro2469"	"M"	"RO"	"RO"	27	NA	NA	1.444444444
"30"	"Mro2472"	"M"	"RO"	"RO"	22	NA	NA	2.952380952
"31"	"Mro2482"	"M"	"RO"	"RO"	21	NA	NA	2.746031746
"32"	"Mro2494"	"M"	"RO"	"RO"	28	NA	NA	1.412698413
"33"	"Mro2497"	"M"	"RO"	"RO"	23	NA	NA	4.253968254
"34"	"Mro2509"	"M"	"RO"	"RO"	22	NA	NA	1.317460317
"35"	"Mro2514"	"M"	"RO"	"RO"	20	NA	NA	1.380952381
"36"	"Mro2516"	"M"	"RO"	"RO"	20	NA	NA	2.428571429
"37"	"Mro2517"	"M"	"RO"	"RO"	22	NA	NA	3.365079365
"38"	"Mro2527"	"M"	"RO"	"RO"	22	NA	NA	3.253968254
"39"	"Mro26"	"M"	"RO"	"RO"	20	60	167	1.682539683
"40"	"Mro39"	"M"	"RO"	"RO"	21	98	189	1.714285714
"41"	"Mro40"	"M"	"RO"	"RO"	20	70	175	1.650793651
"42"	"Mro49"	"M"	"RO"	"RO"	20	69	183	1.920634921
"43"	"Mro54"	"M"	"RO"	"RO"	31	72	177	1.507936508
"44"	"Mro63"	"M"	"RO"	"RO"	20	57.5	175	1.761904762
"45"	"Mro68"	"M"	"RO"	"RO"	23	80	176	1.507936508
"46"	"Mro76"	"M"	"RO"	"RO"	19	74	182	2.174603175
"47"	"Mro79"	"M"	"RO"	"RO"	21	68	182	3.492063492
"48"	"Mro81"	"M"	"RO"	"RO"	29	80	175	1.26984127
"49"	"Mro82"	"M"	"RO"	"RO"	19	65	178	1.80952381
"0"	"F001"	"F"	"UK"	"UK"	28	NA	161.2	4.2
"1"	"F006"	"F"	"UK"	"UK"	24	NA	158.8	5.1
"2"	"F010"	"F"	"UK"	"UK"	19	NA	165.6	4
"3"	"F019"	"F"	"UK"	"UK"	29	NA	175.4	4.1
"4"	"F022"	"F"	"UK"	"UK"	19	NA	176.2	4.6
"5"	"F023"	"F"	"UK"	"UK"	22	NA	163.1	2
"6"	"F024"	"F"	"UK"	"UK"	20	NA	171.2	4.9
"7"	"F027"	"F"	"UK"	"UK"	24	NA	166.2	1.5
"8"	"F031"	"F"	"UK"	"UK"	20	NA	155.8	1.5
"9"	"F032"	"F"	"UK"	"UK"	21	NA	167	3.7
"10"	"F033"	"F"	"UK"	"UK"	29	NA	158	2.7
"11"	"F041"	"F"	"UK"	"UK"	21	NA	166.3	2.8
"12"	"F044"	"F"	"UK"	"UK"	20	NA	167.4	5.3
"13"	"F053"	"F"	"UK"	"UK"	20	NA	164.1	3
"14"	"F054"	"F"	"UK"	"UK"	20	NA	166.4	5
"15"	"F064"	"F"	"UK"	"UK"	22	NA	161.5	3.4
"16"	"F067"	"F"	"UK"	"UK"	21	NA	167.4	4
"17"	"F079"	"F"	"UK"	"UK"	20	NA	166.3	4.8
"18"	"F082"	"F"	"UK"	"UK"	20	NA	170	6.5
"19"	"F084"	"F"	"UK"	"UK"	22	NA	174.8	2.7
"20"	"F087"	"F"	"UK"	"UK"	19	NA	176.4	6.2
"21"	"F089"	"F"	"UK"	"UK"	21	NA	165.2	1.8
"22"	"F093"	"F"	"UK"	"UK"	20	NA	169.6	2.8
"23"	"F094"	"F"	"UK"	"UK"	20	NA	166.1	3.5
"24"	"F096"	"F"	"UK"	"UK"	19	NA	166.2	5.6
"25"	"F099"	"F"	"UK"	"UK"	18	NA	172.8	5.7
"26"	"F102"	"F"	"UK"	"UK"	26	NA	168.7	3.3
"27"	"F116"	"F"	"UK"	"UK"	22	NA	171	6.5
"28"	"F122"	"F"	"UK"	"UK"	18	NA	163.5	3.4
"29"	"F126"	"F"	"UK"	"UK"	20	NA	165	3.9
"30"	"F137"	"F"	"UK"	"UK"	18	NA	166.9	2.3
"31"	"F139"	"F"	"UK"	"UK"	19	NA	168.4	5
"32"	"F140"	"F"	"UK"	"UK"	18	NA	175.4	6.5
"33"	"F143"	"F"	"UK"	"UK"	19	NA	168.8	5.3
"34"	"F148"	"F"	"UK"	"UK"	23	NA	169.7	4
"35"	"F150"	"F"	"UK"	"UK"	18	NA	169.8	4.5
"36"	"F153"	"F"	"UK"	"UK"	28	NA	177.8	4.1
"37"	"F154"	"F"	"UK"	"UK"	20	NA	169.7	2
"38"	"F155"	"F"	"UK"	"UK"	21	NA	173.6	3.8
"39"	"F159"	"F"	"UK"	"UK"	26	NA	170.2	1.7
"40"	"F164"	"F"	"UK"	"UK"	18	NA	166.3	3
"41"	"F167"	"F"	"UK"	"UK"	18	NA	165	2.2
"42"	"F170"	"F"	"UK"	"UK"	22	NA	174.6	2.7
"43"	"F171"	"F"	"UK"	"UK"	21	NA	172.1	1.9
"44"	"F173"	"F"	"UK"	"UK"	21	NA	177.2	3.7
"45"	"F177"	"F"	"UK"	"UK"	27	NA	174.4	3
"46"	"F180"	"F"	"UK"	"UK"	18	NA	168.4	3.9
"47"	"F186"	"F"	"UK"	"UK"	21	NA	175.4	2.3
"48"	"F187"	"F"	"UK"	"UK"	19	NA	162.8	5
"49"	"F188"	"F"	"UK"	"UK"	32	NA	177.1	1.4
"0"	"M001"	"M"	"UK"	"UK"	33	NA	NA	3.727272727
"1"	"M004"	"M"	"UK"	"UK"	25	57	175.1	3
"2"	"M005"	"M"	"UK"	"UK"	26	79	173.7	3.181818182
"3"	"M008"	"M"	"UK"	"UK"	24	78	177.6	4.090909091
"4"	"M010"	"M"	"UK"	"UK"	26	81	190	3.363636364
"5"	"M015"	"M"	"UK"	"UK"	31	83.5	183.5	3.727272727
"6"	"M021"	"M"	"UK"	"UK"	24	70	186.3	2.636363636
"7"	"M023"	"M"	"UK"	"UK"	22	83	181.6	3.363636364
"8"	"M024"	"M"	"UK"	"UK"	23	69.5	175.3	2.818181818
"9"	"M025"	"M"	"UK"	"UK"	21	79	189.2	1.909090909
"10"	"M026"	"M"	"UK"	"UK"	21	61	169	1.636363636
"11"	"M031"	"M"	"UK"	"UK"	22	70	171	2.272727273
"12"	"M032"	"M"	"UK"	"UK"	18	84	184.3	3.363636364
"13"	"M036"	"M"	"UK"	"UK"	22	73.5	173	2.181818182
"14"	"M040"	"M"	"UK"	"UK"	22	82	169	2.181818182
"15"	"M045"	"M"	"UK"	"UK"	21	79	182.4	1.909090909
"16"	"M046"	"M"	"UK"	"UK"	21	85	189.9	3.545454545
"17"	"M053"	"M"	"UK"	"UK"	21	59	165.6	4.363636364
"18"	"M057"	"M"	"UK"	"UK"	19	56.5	177.2	2.272727273
"19"	"M059"	"M"	"UK"	"UK"	18	63	167.7	2.727272727
"20"	"M060"	"M"	"UK"	"UK"	18	87	192.1	2.818181818
"21"	"M062"	"M"	"UK"	"UK"	19	66	166.7	3.818181818
"22"	"M069"	"M"	"UK"	"UK"	19	79	182.8	3.909090909
"23"	"M074"	"M"	"UK"	"UK"	20	83	176.7	2.818181818
"24"	"M079"	"M"	"UK"	"UK"	20	76.5	182.5	2.545454545
"25"	"M080"	"M"	"UK"	"UK"	19	81	187.2	2.545454545
"26"	"M083"	"M"	"UK"	"UK"	18	79.5	185.3	3
"27"	"M085"	"M"	"UK"	"UK"	18	79.5	182.6	2.272727273
"28"	"M087"	"M"	"UK"	"UK"	19	73	176.5	2.363636364
"29"	"M090"	"M"	"UK"	"UK"	22	72.5	185.1	3.363636364
"30"	"M096"	"M"	"UK"	"UK"	19	63.5	168.9	1.727272727
"31"	"M101"	"M"	"UK"	"UK"	21	68	182.7	2.363636364
"32"	"M103"	"M"	"UK"	"UK"	19	80.5	182.5	4.272727273
"33"	"M106"	"M"	"UK"	"UK"	18	60	165.7	2.636363636
"34"	"M108"	"M"	"UK"	"UK"	19	74	185.3	1.727272727
"35"	"M109"	"M"	"UK"	"UK"	18	73	180.5	2
"36"	"M110"	"M"	"UK"	"UK"	18	82.5	172	2.636363636
"37"	"M111"	"M"	"UK"	"UK"	19	69	176.6	2.545454545
"38"	"M113"	"M"	"UK"	"UK"	20	77	190.3	1.909090909
"39"	"M115"	"M"	"UK"	"UK"	21	72	188.4	2.090909091
"40"	"M121"	"M"	"UK"	"UK"	20	70	170.1	1.636363636
"41"	"M124"	"M"	"UK"	"UK"	19	74	186.1	4.818181818
"42"	"M126"	"M"	"UK"	"UK"	19	70.5	187.5	4.181818182
"43"	"M127"	"M"	"UK"	"UK"	19	103	189.8	1.636363636
"44"	"M128"	"M"	"UK"	"UK"	18	86	192.6	2
"45"	"M129"	"M"	"UK"	"UK"	20	80	176.5	4.090909091
"46"	"M130"	"M"	"UK"	"UK"	19	81.5	190.3	2.363636364
"47"	"M131"	"M"	"UK"	"UK"	19	84.5	191.3	2
"48"	"M138"	"M"	"UK"	"UK"	20	93	185	2.909090909
"49"	"M140"	"M"	"UK"	"UK"	30	82	174.2	1.272727273
"117"	"M023"	"F"	"COL"	"COL"	20.3	63.3	165.8	2.668235294
"119"	"M026"	"F"	"COL"	"COL"	25.6	75.9	164	2.243181818
"131"	"M044"	"F"	"COL"	"COL"	22.2	50.1	153.8	4.604395604
"132"	"M046"	"F"	"COL"	"COL"	22.1	69.8	156.7	1.616666667
"133"	"M051"	"F"	"COL"	"COL"	19.2	50.8	149.9	2.63956044
"134"	"M053"	"F"	"COL"	"COL"	19.4	51.5	159.5	3.657446809
"135"	"M058"	"F"	"COL"	"COL"	19.3	60.8	160	3.785365854
"137"	"M070"	"F"	"COL"	"COL"	19.2	52.5	156.7	3.783333333
"138"	"M071"	"F"	"COL"	"COL"	19.5	54.4	158.1	2.919354839
"139"	"M073"	"F"	"COL"	"COL"	18	70.1	175.8	3.267045455
"140"	"M075"	"F"	"COL"	"COL"	21.4	74.6	160	1.854347826
"141"	"M076"	"F"	"COL"	"COL"	21.8	53.8	154.2	2.370642202
"142"	"M077"	"F"	"COL"	"COL"	19.4	54.2	155	3.169333333
"143"	"M079"	"F"	"COL"	"COL"	19	54.8	158.7	4.381818182
"144"	"M082"	"F"	"COL"	"COL"	18.5	53.3	159	3.835365854
"145"	"M087"	"F"	"COL"	"COL"	18	47	158.9	3.113265306
"146"	"M088"	"F"	"COL"	"COL"	22.1	68.9	152.7	2.427710843
"147"	"M091"	"F"	"COL"	"COL"	18.4	49.4	153	3.855445545
"148"	"M092"	"F"	"COL"	"COL"	19	74.1	162	2.69
"149"	"M093"	"F"	"COL"	"COL"	19.1	43.9	154.4	2.882978723
"150"	"M095"	"F"	"COL"	"COL"	18.8	48	161.5	3.158695652
"151"	"M096"	"F"	"COL"	"COL"	21	49.1	159	3.5
"152"	"M097"	"F"	"COL"	"COL"	19.2	47.1	156.8	3.082352941
"153"	"M099"	"F"	"COL"	"COL"	19.2	47.1	156.8	3.040196078
"154"	"M100"	"F"	"COL"	"COL"	19	50.5	154.6	4.225263158
"155"	"M105"	"F"	"COL"	"COL"	25	52.2	160	5.376666667
"156"	"M106"	"F"	"COL"	"COL"	18.6	47.9	154.9	4.392134831
"157"	"M109"	"F"	"COL"	"COL"	18	57.6	158.8	3.948039216
"158"	"M112"	"F"	"COL"	"COL"	20.4	49.5	158	5.164444444
"159"	"M114"	"F"	"COL"	"COL"	18.9	59.5	150.4	2.987234043
"160"	"M115"	"F"	"COL"	"COL"	23.4	57.6	160.2	3.388235294
"161"	"M120"	"F"	"COL"	"COL"	19.4	68.8	167.5	3.175
"162"	"M121"	"F"	"COL"	"COL"	22.5	55.2	156	3.86407767
"163"	"M122"	"F"	"COL"	"COL"	26.8	56.3	164.5	4.397647059
"164"	"M125"	"F"	"COL"	"COL"	18.8	52.6	146.8	2.552222222
"165"	"M132"	"F"	"COL"	"COL"	19.2	52.2	166.4	4.814705882
"166"	"M133"	"F"	"COL"	"COL"	21.6	52.3	151.3	4.614942529
"167"	"M136"	"F"	"COL"	"COL"	23.9	56.4	159.6	2.258024691
"168"	"M139"	"F"	"COL"	"COL"	23	60.7	153.2	3.094252874
"169"	"M140"	"F"	"COL"	"COL"	18.3	55.9	154.5	2.318947368
"170"	"M141"	"F"	"COL"	"COL"	19.9	50.6	153	2.483333333
"171"	"M142"	"F"	"COL"	"COL"	25.8	52.9	154.5	2.263461538
"172"	"M143"	"F"	"COL"	"COL"	22.6	58.7	160.4	2.346808511
"173"	"M150"	"F"	"COL"	"COL"	22	55.4	160	3.66746988
"174"	"M154"	"F"	"COL"	"COL"	19	64.3	175	2.113541667
"175"	"M156"	"F"	"COL"	"COL"	19.1	56.5	156.8	5.823863636
"176"	"M157"	"F"	"COL"	"COL"	20.4	53.7	162	3.057831325
"177"	"M158"	"F"	"COL"	"COL"	18	54.6	158	2.543157895
"178"	"M163"	"F"	"COL"	"COL"	20	53.4	157	2.566233766
"179"	"M166"	"F"	"COL"	"COL"	19	58	160.4	2.824691358
"180"	"M168"	"F"	"COL"	"COL"	20.6	60.1	166.5	2.812941176
"181"	"M169"	"F"	"COL"	"COL"	20	52.7	154.5	2.411702128
"182"	"M171"	"F"	"COL"	"COL"	23.4	57.6	160.2	2.627906977
"184"	"M176"	"F"	"COL"	"COL"	22.1	89.4	158.6	2.25862069
"185"	"M177"	"F"	"COL"	"COL"	25.8	52	152	2.033333333
"186"	"M181"	"F"	"COL"	"COL"	33.1	71.4	176.2	2.99673913
"187"	"M182"	"F"	"COL"	"COL"	18.3	41	155.9	2.712087912
"188"	"M184"	"F"	"COL"	"COL"	19	57	161.6	3.174193548
"189"	"M186"	"F"	"COL"	"COL"	18.7	67.2	168	2.49875
"190"	"M190"	"F"	"COL"	"COL"	19.6	61.1	158.5	3.675268817
"191"	"M192"	"F"	"COL"	"COL"	26.4	48.8	156.1	2.796385542
"192"	"M194"	"F"	"COL"	"COL"	21.5	68.5	168.5	4.230769231
"193"	"M195"	"F"	"COL"	"COL"	17.9	47.4	155	4.520833333
"194"	"M197"	"F"	"COL"	"COL"	19.9	69.8	166.3	2.423376623
"195"	"M199"	"F"	"COL"	"COL"	19	49.9	157.4	4.183146067
"196"	"M204"	"F"	"COL"	"COL"	19	64.7	154.3	3.581176471
"21"	"H038"	"M"	"COL"	"COL"	20.9	64.8	173.9	2.717475728
"22"	"H039"	"M"	"COL"	"COL"	21.3	86.6	185	1.714444444
"23"	"H040"	"M"	"COL"	"COL"	21.8	60.2	162	1.835353535
"24"	"H041"	"M"	"COL"	"COL"	19.1	84.8	179	1.542857143
"25"	"H042"	"M"	"COL"	"COL"	20	67.4	174.5	2.130526316
"26"	"H043"	"M"	"COL"	"COL"	21.3	62.1	162	2.420909091
"27"	"H047"	"M"	"COL"	"COL"	19	77.8	168	2.469747899
"28"	"H048"	"M"	"COL"	"COL"	18.4	66	172.4	1.698058252
"29"	"H049"	"M"	"COL"	"COL"	23.9	70.3	172.2	1.414285714
"30"	"H050"	"M"	"COL"	"COL"	18.3	76.2	181.8	1.551754386
"31"	"H051"	"M"	"COL"	"COL"	20.6	63.3	172	2.410169492
"32"	"H052"	"M"	"COL"	"COL"	18.7	58.9	171.3	1.932352941
"33"	"H053"	"M"	"COL"	"COL"	18.6	67.6	168	2.310752688
"34"	"H054"	"M"	"COL"	"COL"	20.5	65.1	168.4	3.068571429
"35"	"H056"	"M"	"COL"	"COL"	18	68.5	169	2.733333333
"36"	"H058"	"M"	"COL"	"COL"	18.8	85.8	188.9	3.785714286
"37"	"H059"	"M"	"COL"	"COL"	18.6	76	180.2	1.636752137
"38"	"H061"	"M"	"COL"	"COL"	19	78.1	183.2	2.28490566
"39"	"H062"	"M"	"COL"	"COL"	20.3	54.6	165.2	2.478813559
"40"	"H063"	"M"	"COL"	"COL"	18.8	66	169	1.858928571
"41"	"H064"	"M"	"COL"	"COL"	23.9	67.8	170.9	2.604918033
"42"	"H065"	"M"	"COL"	"COL"	21	56	166.4	1.595327103
"43"	"H066"	"M"	"COL"	"COL"	18.9	87.1	178.1	2.109615385
"44"	"H067"	"M"	"COL"	"COL"	20.9	87.4	180.9	1.765254237
"45"	"H068"	"M"	"COL"	"COL"	18.5	87.9	173.1	1.613829787
"46"	"H069"	"M"	"COL"	"COL"	25	70.1	174	1.613636364
"47"	"H070"	"M"	"COL"	"COL"	18.4	65.7	166.4	1.688235294
"48"	"H073"	"M"	"COL"	"COL"	19.7	60.9	164.3	2.12892562
"49"	"H074"	"M"	"COL"	"COL"	24.7	63	178.5	2.13875
"50"	"H076"	"M"	"COL"	"COL"	19.3	58.4	180.4	1.6
"51"	"H077"	"M"	"COL"	"COL"	19.6	63.3	166.2	3.209243697
"52"	"H078"	"M"	"COL"	"COL"	19	66.4	174.5	2.565
"53"	"H080"	"M"	"COL"	"COL"	18.4	58.8	171.3	2.779646018
"54"	"H081"	"M"	"COL"	"COL"	20.1	65.7	171.5	2.089622642
"55"	"H083"	"M"	"COL"	"COL"	19.2	84.6	172.6	1.708571429
"56"	"H084"	"M"	"COL"	"COL"	20.4	54.2	166.1	1.316504854
"58"	"H086"	"M"	"COL"	"COL"	20	82.8	166	1.814414414
"59"	"H087"	"M"	"COL"	"COL"	22.3	62.1	166.3	1.903738318
"60"	"H088"	"M"	"COL"	"COL"	20	56.5	163.6	2.063302752
"61"	"H089"	"M"	"COL"	"COL"	19	65.2	170.8	2.902020202
"62"	"H090"	"M"	"COL"	"COL"	22	73.1	178.4	2.348648649
"63"	"H091"	"M"	"COL"	"COL"	18.5	51.7	165.6	1.632539683
"64"	"H093"	"M"	"COL"	"COL"	21	72.7	173.6	2.012605042
"65"	"H094"	"M"	"COL"	"COL"	21	62.1	172.2	2.510091743
"66"	"H096"	"M"	"COL"	"COL"	21.5	72.6	173.6	3.211428571
"67"	"H097"	"M"	"COL"	"COL"	19.4	60.3	167	1.736538462
"68"	"H098"	"M"	"COL"	"COL"	21.7	65.1	170.3	1.960869565
"69"	"H099"	"M"	"COL"	"COL"	19.4	68.2	181.8	2.750943396
"70"	"H100"	"M"	"COL"	"COL"	19.2	88.3	176.2	1.604166667
"71"	"H101"	"M"	"COL"	"COL"	18.7	59.8	173.8	1.495275591
"72"	"H102"	"M"	"COL"	"COL"	23.5	56.6	168	2.443220339
"73"	"H103"	"M"	"COL"	"COL"	23.1	67.4	177.5	2.597580645
"74"	"H104"	"M"	"COL"	"COL"	20.9	82.4	188.1	2.24159292
"75"	"H105"	"M"	"COL"	"COL"	22.6	71.9	173	2.379411765
"76"	"H106"	"M"	"COL"	"COL"	20.5	63.5	167	2.88245614
"77"	"H107"	"M"	"COL"	"COL"	18.3	69.5	177	2.771428571
"78"	"H108"	"M"	"COL"	"COL"	20.2	58.2	162.9	3.509009009
"79"	"H109"	"M"	"COL"	"COL"	18.2	47	158.7	2.185840708
"81"	"H112"	"M"	"COL"	"COL"	18.5	66.9	166.2	3.123
"82"	"H114"	"M"	"COL"	"COL"	18.5	60.9	167.6	2.360824742
"83"	"H116"	"M"	"COL"	"COL"	33.6	78.7	181.7	2.108
"84"	"H117"	"M"	"COL"	"COL"	20.4	68.8	167.9	3.147706422
"85"	"H119"	"M"	"COL"	"COL"	18.8	59.5	173.4	2.106666667
"86"	"H120"	"M"	"COL"	"COL"	20.9	86.7	172	1.95
"87"	"H121"	"M"	"COL"	"COL"	20.2	63.8	165.3	2.145614035
"88"	"H122"	"M"	"COL"	"COL"	27	80.8	173	2.129807692
"89"	"H123"	"M"	"COL"	"COL"	19.6	72.3	180.2	2.631428571
"90"	"H125"	"M"	"COL"	"COL"	18.4	66.8	171	2.484347826
"92"	"H127"	"M"	"COL"	"COL"	20.3	62.1	167	2.089380531
"93"	"H128"	"M"	"COL"	"COL"	18.2	68.8	183.5	2
"94"	"H129"	"M"	"COL"	"COL"	18.6	57	162	2.12
"95"	"H130"	"M"	"COL"	"COL"	20.2	59.2	178	1.567010309
"0"	"F01"	"F"	"BRAZ"	"BRAZ"	29	59	169	2.83333
"1"	"F02"	"F"	"BRAZ"	"BRAZ"	26	61	164	2.66667
"2"	"F03"	"F"	"BRAZ"	"BRAZ"	26	54	173	3.20833
"3"	"F04"	"F"	"BRAZ"	"BRAZ"	26	56	162	1.75
"4"	"F05"	"F"	"BRAZ"	"BRAZ"	31	56	165	3.20833
"5"	"F06"	"F"	"BRAZ"	"BRAZ"	99	54	160	2.16667
"6"	"F07"	"F"	"BRAZ"	"BRAZ"	32	57	162	2.54167
"7"	"F08"	"F"	"BRAZ"	"BRAZ"	31	58	168	2.95833
"8"	"F09"	"F"	"BRAZ"	"BRAZ"	25	43	160	3.08333
"9"	"F10"	"F"	"BRAZ"	"BRAZ"	23	56	167	4.5
"10"	"F11"	"F"	"BRAZ"	"BRAZ"	21	70	157	2
"11"	"F12"	"F"	"BRAZ"	"BRAZ"	20	48	157	4.125
"12"	"F13"	"F"	"BRAZ"	"BRAZ"	23	62	163	3.125
"13"	"F14"	"F"	"BRAZ"	"BRAZ"	25	52	157	2.58333
"14"	"F15"	"F"	"BRAZ"	"BRAZ"	32	41	152	3.16667
"15"	"F16"	"F"	"BRAZ"	"BRAZ"	30	45	156	2.41667
"16"	"F17"	"F"	"BRAZ"	"BRAZ"	27	47	156	3.29167
"17"	"F18"	"F"	"BRAZ"	"BRAZ"	23	65	166	3.08333
"18"	"F19"	"F"	"BRAZ"	"BRAZ"	21	53	167	3.25
"19"	"F20"	"F"	"BRAZ"	"BRAZ"	21	51	162	4.41667
"20"	"F22"	"F"	"BRAZ"	"BRAZ"	20	64	167	3.20833
"21"	"F23"	"F"	"BRAZ"	"BRAZ"	30	62	176	3.95833
"22"	"F24"	"F"	"BRAZ"	"BRAZ"	32	60	159	1.83333
"23"	"F25"	"F"	"BRAZ"	"BRAZ"	30	51	158	1.45833
"24"	"F26"	"F"	"BRAZ"	"BRAZ"	26	77	164	1.41667
"25"	"F27"	"F"	"BRAZ"	"BRAZ"	19	53	165	4.25
"26"	"F28"	"F"	"BRAZ"	"BRAZ"	19	50	156	2.33333
"27"	"F29"	"F"	"BRAZ"	"BRAZ"	19	51	165	3.95833
"28"	"F30"	"F"	"BRAZ"	"BRAZ"	20	71	161	2.75
"29"	"F31"	"F"	"BRAZ"	"BRAZ"	23	47	155	3.45833
"30"	"F32"	"F"	"BRAZ"	"BRAZ"	18	47	154	3.29167
"31"	"F34"	"F"	"BRAZ"	"BRAZ"	18	50	162	2.5
"32"	"F35"	"F"	"BRAZ"	"BRAZ"	18	58	162	2.375
"33"	"F40"	"F"	"BRAZ"	"BRAZ"	35	75	166	1.5
"34"	"F41"	"F"	"BRAZ"	"BRAZ"	26	51	165	2.75
"35"	"F42"	"F"	"BRAZ"	"BRAZ"	24	56	169	3.95833
"36"	"F43"	"F"	"BRAZ"	"BRAZ"	19	63	167	3.125
"37"	"F44"	"F"	"BRAZ"	"BRAZ"	34	82	162	1.83333
"38"	"F45"	"F"	"BRAZ"	"BRAZ"	21	57	167	1.91667
"39"	"F46"	"F"	"BRAZ"	"BRAZ"	19	64	174	3.70833
"40"	"F47"	"F"	"BRAZ"	"BRAZ"	18	59	167	3.25
"41"	"F49"	"F"	"BRAZ"	"BRAZ"	29	59	176	3.04167
"42"	"F50"	"F"	"BRAZ"	"BRAZ"	24	50	155	3.08333
"43"	"F51"	"F"	"BRAZ"	"BRAZ"	19	61	156	2.29167
"44"	"F52"	"F"	"BRAZ"	"BRAZ"	20	67	160	2.58333
"45"	"F53"	"F"	"BRAZ"	"BRAZ"	24	53	164	2.5
"46"	"F54"	"F"	"BRAZ"	"BRAZ"	24	57	171	3.66667
"47"	"F55"	"F"	"BRAZ"	"BRAZ"	26	62	169	2.58333
"48"	"F56"	"F"	"BRAZ"	"BRAZ"	19	58	161	1.66667
"49"	"F57"	"F"	"BRAZ"	"BRAZ"	20	64	168	2.20833
"50"	"F60"	"F"	"BRAZ"	"BRAZ"	29	58	166	3.45833
"0"	"M01"	"M"	"BRAZ"	"BRAZ"	29	76	181	1.66667
"1"	"M02"	"M"	"BRAZ"	"BRAZ"	24	88	176	1.18519
"2"	"M03"	"M"	"BRAZ"	"BRAZ"	29	61	167	3.92593
"3"	"M05"	"M"	"BRAZ"	"BRAZ"	25	82	176	1.55556
"4"	"M06"	"M"	"BRAZ"	"BRAZ"	21	54	176	1.11111
"5"	"M07"	"M"	"BRAZ"	"BRAZ"	22	76	177	2.18519
"6"	"M08"	"M"	"BRAZ"	"BRAZ"	28	57	169	1.66667
"7"	"M09"	"M"	"BRAZ"	"BRAZ"	27	69	171	3.96296
"8"	"M10"	"M"	"BRAZ"	"BRAZ"	24	94	177	2.03704
"9"	"M11"	"M"	"BRAZ"	"BRAZ"	28	80	174	1.85185
"10"	"M12"	"M"	"BRAZ"	"BRAZ"	23	65	182	2.55556
"11"	"M13"	"M"	"BRAZ"	"BRAZ"	24	51	166	2.03704
"12"	"M14"	"M"	"BRAZ"	"BRAZ"	28	66	169	1.96296
